-5.0000869e-007 1.84463
-4.9995869e-007 1.66861
-4.9990869e-007 1.41252
-4.9985869e-007 1.12712
-4.9980869e-007 0.903734
-4.9975869e-007 0.797702
-4.9970869e-007 0.778263
-4.9965869e-007 0.800671
-4.9960869e-007 0.807922
-4.9955869e-007 0.807956
-4.9950869e-007 0.850079
-4.9945869e-007 0.876838
-4.9940869e-007 0.915024
-4.9935869e-007 1.13082
-4.9930869e-007 1.44384
-4.9925869e-007 1.66105
-4.9920869e-007 1.81653
-4.9915869e-007 1.93713
-4.9910869e-007 1.93968
-4.9905869e-007 1.89169
-4.9900869e-007 1.90036
-4.9895869e-007 1.90457
-4.9890869e-007 1.8592
-4.9885869e-007 1.77537
-4.9880869e-007 1.55913
-4.9875869e-007 1.23312
-4.9870869e-007 0.993021
-4.9865869e-007 0.854982
-4.9860869e-007 0.748501
-4.9855869e-007 0.736485
-4.9850869e-007 0.81058
-4.9845869e-007 0.830192
-4.9840869e-007 0.794249
-4.9835869e-007 0.831504
-4.9830869e-007 0.94641
-4.9825869e-007 1.12429
-4.9820869e-007 1.39122
-4.9815869e-007 1.63215
-4.9810869e-007 1.78911
-4.9805869e-007 1.91034
-4.9800869e-007 1.93115
-4.9795869e-007 1.86887
-4.9790869e-007 1.8534
-4.9785869e-007 1.87764
-4.9780869e-007 1.87519
-4.9775869e-007 1.78079
-4.9770869e-007 1.54756
-4.9765869e-007 1.25277
-4.9760869e-007 1.01239
-4.9755869e-007 0.853601
-4.9750869e-007 0.769562
-4.9745869e-007 0.767525
-4.9740869e-007 0.798772
-4.9735869e-007 0.799739
-4.9730869e-007 0.806886
-4.9725869e-007 0.85802
-4.9720869e-007 0.939884
-4.9715869e-007 1.10827
-4.9710869e-007 1.37106
-4.9705869e-007 1.623
-4.9700869e-007 1.80879
-4.9695869e-007 1.91531
-4.9690869e-007 1.93968
-4.9685869e-007 1.94148
-4.9680869e-007 1.93903
-4.9675869e-007 1.91893
-4.9670869e-007 1.87339
-4.9665869e-007 1.73691
-4.9660869e-007 1.4966
-4.9655869e-007 1.22698
-4.9650869e-007 0.984562
-4.9645869e-007 0.798012
-4.9640869e-007 0.706481
-4.9635869e-007 0.734345
-4.9630869e-007 0.810718
-4.9625869e-007 0.832988
-4.9620869e-007 0.83323
-4.9615869e-007 0.891166
-4.9610869e-007 0.987807
-4.9605869e-007 1.13203
-4.9600869e-007 1.36153
-4.9595869e-007 1.6067
-4.9590869e-007 1.78801
-4.9585869e-007 1.91904
-4.9580869e-007 1.96796
-4.9575869e-007 1.92142
-4.9570869e-007 1.88178
-4.9565869e-007 1.90239
-4.9560869e-007 1.89076
-4.9555869e-007 1.7725
-4.9550869e-007 1.55844
-4.9545869e-007 1.28315
-4.9540869e-007 1.01571
-4.9535869e-007 0.833126
-4.9530869e-007 0.762588
-4.9525869e-007 0.774465
-4.9520869e-007 0.796735
-4.9515869e-007 0.809337
-4.9510869e-007 0.833161
-4.9505869e-007 0.87304
-4.9500869e-007 0.964329
-4.9495869e-007 1.15223
-4.9490869e-007 1.41905
-4.9485869e-007 1.66647
-4.9480869e-007 1.82868
-4.9475869e-007 1.93492
-4.9470869e-007 1.97618
-4.9465869e-007 1.95843
-4.9460869e-007 1.93906
-4.9455869e-007 1.91047
-4.9450869e-007 1.86096
-4.9445869e-007 1.78448
-4.9440869e-007 1.59766
-4.9435869e-007 1.29793
-4.9430869e-007 1.02216
-4.9425869e-007 0.834749
-4.9420869e-007 0.717047
-4.9415869e-007 0.714112
-4.9410869e-007 0.797805
-4.9405869e-007 0.817209
-4.9400869e-007 0.80112
-4.9395869e-007 0.868689
-4.9390869e-007 0.95366
-4.9385869e-007 1.05054
-4.9380869e-007 1.27794
-4.9375869e-007 1.56486
-4.9370869e-007 1.76114
-4.9365869e-007 1.87995
-4.9360869e-007 1.94372
-4.9355869e-007 1.92107
-4.9350869e-007 1.87242
-4.9345869e-007 1.87049
-4.9340869e-007 1.85703
-4.9335869e-007 1.75123
-4.9330869e-007 1.54038
-4.9325869e-007 1.26485
-4.9320869e-007 1.00821
-4.9315869e-007 0.818936
-4.9310869e-007 0.733274
-4.9305869e-007 0.756994
-4.9300869e-007 0.788034
-4.9295869e-007 0.782924
-4.9290869e-007 0.806644
-4.9285869e-007 0.853221
-4.9280869e-007 0.917303
-4.9275869e-007 1.06891
-4.9270869e-007 1.33038
-4.9265869e-007 1.61126
-4.9260869e-007 1.8139
-4.9255869e-007 1.9228
-4.9250869e-007 1.94673
-4.9245869e-007 1.93323
-4.9240869e-007 1.93609
-4.9235869e-007 1.91797
-4.9230869e-007 1.88254
-4.9225869e-007 1.86189
-4.9220869e-007 1.73518
-4.9215869e-007 1.44039
-4.9210869e-007 1.13966
-4.9205869e-007 0.938296
-4.9200869e-007 0.789519
-4.9195869e-007 0.728475
-4.9190869e-007 0.775535
-4.9185869e-007 0.800395
-4.9180869e-007 0.781543
-4.9175869e-007 0.814827
-4.9170869e-007 0.916647
-4.9165869e-007 1.09329
-4.9160869e-007 1.34354
-4.9155869e-007 1.59462
-4.9150869e-007 1.79118
-4.9145869e-007 1.92522
-4.9140869e-007 1.98312
-4.9135869e-007 1.9613
-4.9130869e-007 1.9171
-4.9125869e-007 1.88371
-4.9120869e-007 1.82999
-4.9115869e-007 1.71395
-4.9110869e-007 1.48776
-4.9105869e-007 1.1959
-4.9100869e-007 0.961394
-4.9095869e-007 0.818936
-4.9090869e-007 0.749571
-4.9085869e-007 0.758479
-4.9080869e-007 0.795423
-4.9075869e-007 0.800257
-4.9070869e-007 0.810891
-4.9065869e-007 0.855396
-4.9060869e-007 0.907394
-4.9055869e-007 1.03967
-4.9050869e-007 1.31343
-4.9045869e-007 1.59483
-4.9040869e-007 1.77589
-4.9035869e-007 1.89832
-4.9030869e-007 1.95591
-4.9025869e-007 1.94973
-4.9020869e-007 1.94376
-4.9015869e-007 1.9374
-4.9010869e-007 1.90788
-4.9005869e-007 1.83672
-4.9000869e-007 1.66564
-4.8995869e-007 1.39592
-4.8990869e-007 1.1138
-4.8985869e-007 0.898037
-4.8980869e-007 0.763037
-4.8975869e-007 0.715493
-4.8970869e-007 0.750296
-4.8965869e-007 0.802881
-4.8960869e-007 0.832367
-4.8955869e-007 0.86862
-4.8950869e-007 0.94748
-4.8945869e-007 1.09988
-4.8940869e-007 1.33139
-4.8935869e-007 1.58091
-4.8930869e-007 1.78051
-4.8925869e-007 1.90315
-4.8920869e-007 1.95184
-4.8915869e-007 1.9296
-4.8910869e-007 1.8822
-4.8905869e-007 1.88416
-4.8900869e-007 1.88375
-4.8895869e-007 1.77868
-4.8890869e-007 1.55447
-4.8885869e-007 1.26737
-4.8880869e-007 1.00814
-4.8875869e-007 0.833679
-4.8870869e-007 0.746981
-4.8865869e-007 0.740698
-4.8860869e-007 0.773913
-4.8855869e-007 0.807404
-4.8850869e-007 0.839272
-4.8845869e-007 0.866721
-4.8840869e-007 0.914161
-4.8835869e-007 1.06301
-4.8830869e-007 1.30691
-4.8825869e-007 1.54797
-4.8820869e-007 1.76121
-4.8815869e-007 1.91389
-4.8810869e-007 1.95325
-4.8805869e-007 1.94396
-4.8800869e-007 1.93903
-4.8795869e-007 1.92073
-4.8790869e-007 1.87318
-4.8785869e-007 1.76629
-4.8780869e-007 1.56075
-4.8775869e-007 1.27234
-4.8770869e-007 1.00697
-4.8765869e-007 0.850079
-4.8760869e-007 0.770771
-4.8755869e-007 0.759031
-4.8750869e-007 0.798392
-4.8745869e-007 0.813411
-4.8740869e-007 0.813998
-4.8735869e-007 0.85367
-4.8730869e-007 0.93619
-4.8725869e-007 1.06428
